name,stats,desc,all_zl,step
"
                白菜炖冻豆腐
            ",0,"
        东北人一到冬天必不可少的就是《大白菜的一百种吃法》，因为不管现在冬天买菜多方便的情况下，也抵挡不住东北老妈的囤菜热情，每年一到冬天，你妈就会买好一冬天的大白菜储备起来，有的腌成了大酸菜，有的晒成了干白菜，有的做成了辣白菜等等等等，即使这样你家依然会剩下一大堆嗷嗷待做的大白菜等着你去消灭它！我认为白菜最好的搭档就是冻豆腐（五花肉是点睛之笔）
      ","五花肉50克,葱，姜，蒜，八角若干,鸡精1勺,耗油根据个人喜好,冻豆腐1块,白菜半颗,油适量,生抽适量,盐1.5勺","
              五花肉切薄片，切的薄不会腻
              
            
              白菜切块，洗净
              
            
              葱切葱花，蒜整个拍扁，姜切大块
              
            
              热锅凉油下葱姜蒜炒香，下入五花肉炒干
              
            
              下入冻豆腐，加生抽翻炒均匀
              
            
              下入白菜盖住冻豆腐和五花肉，方便入味，加入没过白菜一半的水
              
            
              大火烧开后，加入八角，鸡精，耗油，盐，转中火
              
            
              中火炖十五分钟出锅。
              
            "
"
                葱油饼
            ",1,,"油适量,面粉1小碗,盐1-2茶匙,大葱半根,肉沫2匙,温水适量","
              面粉是普通面粉，不到1小碗的量，用温水一边倒入一边搅拌成絮状，用手和面成光滑的面团。放置醒10分钟。
              
            
              油酥：三匙油+二匙面粉+十三香（或者五香粉）+1茶匙盐（口重的可以多一点点）。搅拌均匀。
              
            
              肉馅+葱末+一点酱油（或者耗油）+一点点盐，搅拌均匀。（忘拍照了，借用我之前做馅饼时拍的照片哈！）
              
            
              面团分成五等份，用擀面杖（或者用手抻）擀成宽条状，涂上油酥。
              
            
              放上葱肉馅（或者只放葱末），从一头卷起。
              
            
              卷完后，把两头掐紧，用附近的面盖上。
              
            
              用手在正上方向下按。
              
            
              然后调整形状，按不好可能会露馅哈！但是不影响的。
              
            
              漏出来点也挺好看的。想周围不漏馅，把面皮中间擀厚点就好了。
              
            
              锅里放少许油，把小饼放入锅中，中火煎。
              
            
              然后翻面两次，煎至金黄色即可。
              
            
              盛出来的小葱油饼特别脆，外焦里嫩的，大人孩子都爱吃，和粥搭配，超级完美！步骤简单，做完放凉了也是脆的。
              
            "
"
                三鲜饺子
            ",12,"
        水饺是我们国家的传统美食，也是我们中国人最热爱的食物，只有水饺，才代表着团圆，代表着幸福，它已经不单单是一种食物了，而是我们中国人对生活的热爱。以前人们都比较穷，水饺只能过年过节才能吃到，而现在，只要想吃，随时都可以吃到水饺。现在水饺馅的种类也越来越多，韭菜肉，白菜肉，素三鲜，羊肉馅，牛肉馅等等，各种各样的水饺馅都非常美味。这款三鲜饺子馅味道特别鲜美，所以就分享给大家了！
      ","鸡蛋3个,猪肉200克,虾仁150克,胡萝卜60克,香菇60克,葱20克,酱油20克,盐2～3克,鸡精2克,食用油15克","
              鸡蛋煎熟后用锅铲捻碎
              
            
              香葱切碎
              
            
              猪肉剁碎
              
            
              胡萝卜切碎
              
            
              香菇切碎
              
            
              将所有的食材切碎备用
              
            
              放入酱油，食用油，盐，鸡精
              
            
              拌匀
              
            
              取一张饺子皮再舀一勺馅然后包起来
              
            
              包成什么形状的看个人喜好
              
            
              包好了之后再煮熟，也用煎，蒸都可以噢
              
            
              皮薄馅多，味道超级鲜甜美味
              
            "
"
                干煸四季豆
            ",7.4,"
        家常味道白吃不腻！
      ","四季豆300克,干辣椒4个,花椒10粒,蒜1瓣,生抽少许,白糖少许,盐/鸡粉适量","
              四季豆我直接挑选的无筋的，要挑扁平的最好。先直接清洗，滤干水分，再掐头去尾，弄成两段。
              
            
              然后下油锅煎至两面表皮皱缩，滤干油分。(上一步清洗过后一定要滤干，否则会溅油，而且一定要掐之前整根清洗，这样水才不会进到四季豆里面)
              
            
              4个辣椒剪断，1瓣蒜切碎，10个花椒。锅内下少许油，把这些先下锅煎出香味，再倒入四季豆，翻炒到干身，再倒入少许的生抽、盐，继续翻炒到干身，最后加点鸡粉就可以出锅了。
              
            
              出锅！
              
            "
"
                焖豆腐
            ",7.4,"
        胃口不好的时候，看到这盘豆腐立马流口水啦😄哈哈哈，好吃开胃。
      ","老豆腐1块,葱2根,红菜椒1/3个,盐、酱油、老抽、蚝油、白糖适量,大蒜2瓣","
              老豆腐切块（最好用半老的豆腐，太老的比较硬，口感没那么好）。
              
            
              锅烧热刷油，放豆腐开小火慢煎，直到两面稍微金黄。
              
            
              另起锅烧油，放入蒜末、葱白段、红菜椒、豆瓣酱炒香，然后加一碗水煮开。
              
            
              倒入煎好的豆腐小火焖煮，加盐、白糖调味，并翻动让汤汁煮进每块豆腐，大概煮5、6分钟，然后勾芡收汁。
              
            
              出锅啦，装盘撒葱花。😊
              
            "
"
                清炖鸡汤
            ",9,"
        天气冷了，炖一锅鸡汤。
      ","鸡1只,姜3-4片,小葱5-6根,料酒1勺,大料1个,红枣5-6颗,枸杞20-30粒,盐2-3克,白胡椒粉少许","
              三黄鸡一只，清洗干净。
              
            
              将三黄鸡切成大块，过水2~3次，清洗干净血水。小葱洗净后打成结，姜切成片。
              
            
              冷水放入鸡块、葱结、姜片、大料、料酒和少许白胡椒粉，开大火将汤煮沸。然后打去浮沫，小火盖上锅盖炖煮约一小时。
              
            
              至鸡肉炖熟后，加入洗好的大枣，加入适量盐，炖煮约半小时，然后再放入枸杞，再炖10分钟左右。
              
            
              鸡汤香气浓郁，营养丰富。
              
            
              颜色淡淡的金黄，却并不油腻。
              
            
              最适合天气冷的时候，来上一碗佐餐。
              
            
              老少皆宜家常菜。
              
            "
"
                香到舔盘的干锅菜花
            ",7.5,,"花菜半个,五花肉适量,洋葱1/4个,蒜两瓣,姜片一片,干辣椒三个,盐4克,生抽一勺,蚝油一勺","
              要想这道菜好吃，第一重要就是选好花菜，要选下边这样松散的有机花菜，上边那种紧紧实实的花菜不仅不容易熟还很难入味
              
            
              花菜洗净泡水10分钟，掰成小朵（撕、剪、切都可以，想用剁的也随你）
            
              五花肉切片、洋葱切块，姜切丝、蒜切片，干辣椒剪开备用
              
            
              好吃秘诀一：热锅不放油，把沥干水的花菜放进去翻炒，煸至花菜上出现焦黄的点（所谓干锅）盛出备用。
              
            
              好吃秘诀二：热锅凉油下五花肉煸炒，把五花肉的油份煸出一些，至肉边焦黄
              
            
              加入洋葱、姜蒜片、干辣椒，翻炒片刻
              
            
              倒入花菜翻炒
              
            
              翻炒至七分熟时加入生抽、蚝油、盐，翻炒均匀，出锅
              
            
              装盘
              
            
              美味至极，渣渣都不能放过
              
            "
"
                私房大盘鸡
            ",8.4,,"鸡,土豆,洋葱,青椒,干红辣椒,花椒,八角,豆瓣酱,姜,蒜,酱油（老抽也行啊~,盐,料酒,啤酒,味精","
              鸡肉切块，土豆削皮滚刀块（别太小啦，不然煮一下就成土豆泥了。。），青椒切块，洋葱切块
            
              锅里烧水，水开之后放2片姜，料酒，2粒花椒，鸡肉，1分钟后捞出
            
              另起炒锅，放油烧热，转小火，放花椒、八角、干红辣椒，炸香
            
              放入姜蒜，闻到香味，放入鸡肉，加料酒，大火炒
            
              加一勺豆瓣酱，翻炒均匀，把土豆放进去，加一些酱油，一起翻炒
            
              倒一厅啤酒，要没过鸡肉，大火烧开，转小火煮，煮到汤只剩下1/3多一点的时候放入洋葱，翻炒均匀继续煮
            
              炖到汁收的差不多，放入青椒，蒜末，盐翻炒，加一点点水焖（这里的水就是最后的汤的量）
            
              汤汁控制在你需要的程度
            
              加味精或者鸡精
            
              完成
            "
"
                素食︶姜黄 花菜烩豆腐
            ",0,"
        “忍”能养福；“忠”能养禄；“乐”能养寿；“动”能养身；“学”能养识；“静”能养心；“勤”能养财；“爱”能养家；“诚”能养友；“善”能养德。个人微信号：Dove1040892558持续更新素食菜谱，感恩食素🌿欢迎分享和转发，感恩🥰🥑 吃素就是慈悲；吃素就是环保；🍠 吃素能够消灾；吃素能够治病；🌽 吃素能够救命；吃素能够延寿；🍎 吃素就是功德，大家一起吃素
      ","材料：水豆腐，秀花菜，红萝卜，小木耳，姜。,调味料：植物油，麻油，姜黄粉，素蚝油，糖，盐，生粉。","
              1、豆腐切小块。秀花菜洗净剪小朵。红萝卜去皮切片。小木耳泡发好。姜切片。
              
            
              2、热锅下油，把豆腐煎至金黄色装起备用。利用余油放入姜片爆香，将秀花菜、小木耳、红萝卜炒香，再放小许热开水，豆腐回锅，下入调味料和姜皇粉稍煮，最后勾芡，洒小许麻油即成。
            "
"
                炒羊肚菌
            ",0,,"羊肚菌八个,盐一勺,大蒜五瓣,酱油一勺,葱一根,姜五片,奥尔良鸡块200克,蚝油一勺,红椒一个,油一勺","
              羊肚菌泡20分钟后剪开洗净泥沙，沥干水分
              
            
              姜蒜切片，红辣椒和葱切段
              
            
              热锅热油一勺，爆香姜葱蒜椒，放鸡块，羊肚菌，加水一碗，盐和生抽，蚝油一勺，大火炒五分钟
              
            
              炒羊肚菌完成
              
            "
"
                清炒西洋菜
            ",0,,"西洋菜350克,盐一勺,蒜三瓣,蚝油一勺,油一勺","
              西洋菜择去黄叶后清洗，对半切开
              
            
              热锅热油一勺爆香蒜
              
            
              加西洋菜翻炒，出水后加蚝油和盐一勺
              
            
              清炒西洋菜完成
              
            "
"
                🍆肉末茄子豆角（拌饭）🍆
            ",0,"
        🌟好吃不腻🌟🌟拌饭神器🌟
      ","茄子1个,牛肉末450克,豆角适量,酱油1勺,盐适量,豆瓣酱1勺,糖适量,蚝油1勺,辣椒油1勺","
              豆角洗净改刀成段，茄子切丁，放少许盐腌制出水，肉末装盘备用
              
            
              热锅冷油，下肉末翻炒至完全变色，装盘备用
              
            
              （不用洗锅）下入茄子、豆角翻炒至变软，下入一勺豆瓣酱翻炒均匀上色
              
            
              加入肉末翻炒，加一碗清水，按各人口味加入盐、蚝油、糖、生抽（酱油）、辣椒油调味，大火烧开后盖盖儿中火焖煮5-10分钟（注意：焖煮时间根据汤汁浓稠/收汁程度调整，建议预留点汤汁拌饭）
              
            
              盛一碗米饭，将烧好的豆角肉末茄子铺在米饭上，开拌！❤️
              
            "
"
                蒜蓉生蚝
            ",0,"
        自己动手更加鲜美。
      ","蒜10瓣,油少许,盐少许,小米辣5个,蚝油1勺,生抽1勺,生蚝20个","
              1、用小刀把生蚝肉与壳分离，用清水洗干净后用把肉放回壳里摆好；
              
            
              2、蒜头，红辣椒分别剁好。热油锅倒入蒜头、红辣椒爆香，倒入小许生抽、蚝油，水，盐调味；
              
            
              3、将爆香的蒜蓉辣椒分别铺在冼干净的生蚝上，整碟放进锅里蒸10分钟；
              
            
              5、美味的蒜蓉辣椒蒸生蚝出锅啦。
              
            "
"
                奶白鲫鱼豆腐汤|一条鱼最后的温柔
            ",8.4,"
        肉质鲜嫩，汤汁奶白浓郁，一把青翠小葱，请品尝鱼儿最后的温柔～
      ","鲫鱼1条,豆腐1大块,香葱1小把,姜1小块,盐少许","
              鲫鱼买的时候让卖家处理好内脏，去鳞。回家后清洗干净，去掉腹腔内的黑膜（去腥），用厨房纸吸干表面水分。豆腐切方块。小葱分两份，一份打成葱结，一份切葱花。姜切片。
              
            
              煎鱼前先用姜片擦锅（防止鱼皮粘锅）。锅内倒油（可稍微多些），待油热倒入鲫鱼，煎至表面金黄，翻面继续煎至金黄（煎完一面再煎另一面，不要来回煎）。煎的时间不宜过短，才能彻底去除鱼腥味并保证鱼形的完整。最后丢入姜片，小火炒香。
              
            
              倒入一壶热开水（汤汁奶白的关键），没过鱼身几厘米，丢入葱结。
              
            
              加盖大火焖煮5min，转中火继续焖煮10min。翻滚的汤汁已经奶白浓郁。
              
            
              加入豆腐，继续中小火煮10min。出锅前3min加入盐调味。
              
            
              捞出葱结，关火，撒上葱花。嫩豆腐配鲫鱼，鲜美温柔快入喉～
              
            "
"
                做了一年的便当，我选出了这10款最佳搭配
            ",8.6,"
        从准备食材，思考怎样搭配，到跟大神们学做菜，是我每天最开心也最有成就感的事情。做了一年多的便当，挑出了10款我最喜欢的搭配，分享给大家。大家有任何问题都可以来微博找我哟。也欢迎晒便当@黎霹雳
      ",冰箱有啥就用啥,"
              土豆牛腩+白灼芦笋+草莓土豆牛腩用的是@田螺姑娘_hhhaze 的方子。软烂入味，非常好吃。很喜欢整块炖好后再下油锅煎一下的操作，香得要命。我通常会在头一天晚上做好后冷藏，第二天一早刮掉凝固在表面上的油，再加热一下。芦笋我喜欢绿色细长形的，在开水里烫一分钟，取出来过凉水、切段、码整齐，再滴一点生抽即可。
              
            
              香菇芋头鸡腿肉饭+豆筋炒胡萝卜丝+金橘主食来自白爷（@小白素食记录）的菜谱「香菇芋头炊饭」：荔浦芋头一块，去皮切丁。香菇三朵洗净去蒂切片。米浸泡半小时，控水待用。锅烧热下少许油，先将香菇和芋头炒香，再放米炒匀，加盐和生抽拌匀即可。把炒好的材料放进电饭锅，加米量的1.3倍水，按煮饭档即可。因为大老师酷爱吃肉，又多放了一些鸡腿肉丁，焖出来香得不行。豆筋是在@把文瀚 的店里买的，最早从秋荣和弦子的电影《内心引力》里知道他在四川各地寻找优质食材，过程很不容易。家里的花椒、海椒一直在他店里买，这次买的豆筋（也叫豆棍、豆笋）也很不错，泡开后稍微炒了一下，跟胡萝卜丝拌在一起。
              
            
              蒲烧鳗鱼+鸡蛋丝+水煮西兰花+千禧小番茄很喜欢的一个搭配，营养均衡，颜色也正。鳗鱼是在春播app上买的半成品，调了个汁儿（水：生抽：料酒：糖=8：2：1：1）拌饭，再洒上海苔丝和炒熟的白芝麻，哦一西～有时候搭配厚蛋烧，有时候搭配鸡蛋丝。这次在打蛋的时候放了一撮生粉，搅拌均匀后用细密的筛子过滤，摊出来的蛋饼韧性更好也平整，切成丝不易断开。家庭主妇也是要进步的，哪怕是这么微不足道的事情。
              
            
              青椒炒卤牛肉+番茄炒蛋+生菜每个月都要卤一大锅肉给大老师解馋。卤好的牛肉切成片，点蘸水吃，或者像我一样加姜蒜和青椒炒一盘。第一次卤牛肉的同学可以参考下@凯特猫菲娅 写的「开一锅传家老卤（开卤、养护及传家大法）」，材料、步骤和可能遇到的问题都写得非常详细。番茄炒蛋的做法就更多了。我习惯的是宽油热锅下打散的鸡蛋，边炒边划拉成块，盛出。番茄切三角块儿，炒至出汁变软后，和入鸡蛋后用生抽调味，起锅。
              
            
              西兰花炒虾仁+红薯+黑米米饭偶尔也做一些没那么胖人的便当。米饭减量，用半根烤熟的红薯代替。紫色来自黑米的水溶性色素，只要放一小撮，一锅米饭就会被染成淡紫色。西兰花是经常用到的蔬菜，营养价值好，形状也好看，像一颗颗被修剪过的小树。在水里加一点盐再烫熟，绿色能保持得更长久。虾仁我常买的是「大洋世家」这个牌子，去过虾线了，200g一袋，囤在冰箱里。
              
            
              红烧肉虎皮鹌鹑蛋+凉拌秋葵红烧肉的做法非常多，汆不汆水，炒不炒糖色……多试几次选一个自己喜欢的就好啦，也可以根据肉的品质选择不同的菜谱。收汁儿的时候别收太干了，肉汁儿拌饭一绝。如果怕腻，可以搭配清爽一点的蔬菜，或者用凉拌的做法来处理。秋葵是大老师不太喜欢的蔬菜，搭配红烧肉，可以勉强吃一吃。
              
            
              咖喱鸡肉+水煮西兰花+蓝莓选择带便当，也就应该接受它再次加热后没那么好吃的现实。努力修炼厨艺之外，也可以多做一些再次加热，甚至隔夜都不会变难吃的菜，比如咖喱。咖喱的方子来自克叔（豆瓣@克思克行）的相册「咖喱之通四级」。非常惭愧，我还属于用咖喱块儿的初级选手。
              
            
              红焖羊排+蒜蓉蒸金针菇+小菠萝+黑米米饭因为爱吃软烂的肉类，我从小就被说成是老太太的牙口。后来，遇到了老爷爷牙口的大老师。能吃到一起去，才能过到一块儿去啊。为了节约时间，我会先用电压力锅将羊排焖烂，再倒进铁锅，加入炒香的洋葱和胡萝卜，收汁儿调味。「蒜蓉蒸金针菇」简单快手。大量的蒜切成末，将烧好的热油倒上去，淋在金针菇上，蒸5、6分钟后取出来，倒一点蒸鱼豉油或者淡口生抽就行了。
              
            
              蒜香烤翅+秋葵炒蛋+草莓反复确认公司有漱口水之后，做了这道味道十分浓郁的「没朋友蒜香鸡翅」，方子依然来自@田螺姑娘，她真是我学做菜道路上的一盏明灯。非常推荐大家都去订阅她的公众号。剩了几只鸡翅多烤了一会儿，皮焦香，站在烤箱旁边三两口就吃完了。家里虽然只有一只小烤箱，烘焙不能，但是偶尔用来烤鸡翅、烤蘑菇、烤虾都很好用。烤一个菜，再炒或者凉拌一个，要比做红烧肉那天多睡一个小时。秋葵炒蛋我喜欢这样秋葵和蛋分离的，觉得更好看。
              
            
              蒸腊肠+西芹炒百合+黑枣舅妈从甘肃寄来自制腊肠、腊肉和新鲜百合。腊肠是微辣的，切片铺在米饭上蒸熟，饭粒儿油润可口。百合个头极大，估计是7年生以上，又甜又面。跟西芹、腰果是小炒的固定搭配。小盒子里装的是婆婆给的黑枣，我某次随口说好吃，她就惦记着，好不容易看见有卖的赶紧买来，一直留到我们回家。口感跟柿子很像，一查果然同宗。这便当，是家人满满的情谊啊。
              
            "
"
                卤肉饭家常做法，好吃简单才是硬道理啊----一切不能拌饭的菜,都是耍流氓（by陈晓卿）
            ",1,"
        早上刚吃过，晚上又被小朋友开始念叨点单的卤肉饭~吃完念念不忘的大概就是这个味道吧~猪肉的价格一路飙升，都突破40大关了~以前从来不问肉价的我，也开始关注价格了~眼看着好容易得来的菜场自由也自由不起来了~今天就和我一起做道暗藏心机的卤肉饭吧，既吃了香喷喷的肉拌饭，还省了钱~~哈哈哈。如果你也喜欢做早饭，并且不介意朋友圈多一个爱晒饭的人，可以加我哦微博：萌婶儿微信：nmygjy微信公众号：萌婶儿的琐碎生活欢迎加入家有学童早起困难户早餐族😛
      ","五花肉600克,洋葱半个,蜂蜜2勺,冰糖10克,鸡蛋5个,香菇8朵,土豆1个,老抽2勺,生抽2勺,料酒2勺,耗油1勺,姜4片,蒜1头,五香粉适量,白胡椒粉适量","
              洋葱切丁，姜切片，蒜剥皮备用；
              
            
              锅里放凉水，放入猪肉，大火煮开，再煮5分钟焯水后捞出来过凉水备用；
              
            
              猪肉切丁
              
            
              炒锅烧热，放入适量食用油，倒入洋葱、蒜、姜片，煽炒出香味；
              
            
              一直到洋葱丁的边边如图出现金黄色；
              
            
              倒入肉丁翻炒至变色；
              
            
              放入五香粉、冰糖，倒入料酒、老抽、生抽、耗油、蜂蜜，翻炒约2分钟；
              
            
              倒入3大碗水，煮开后转小火开始炖；
              
            
              鸡蛋煮熟剥皮放入锅中与肉一起炖；
              
            
              肉炖上约半小时后，准备一个土豆去皮切丁放清水中淘洗一遍；
              
            
              再将香菇洗干净根据心情看是否切个花刀
              
            
              香菇与土豆倒入锅中与肉一起继续炖
              
            
              约20分钟后，放入白胡椒粉即可关火；
              
            
              注意一定要留些汤汁，不要全收干了。拌米饭非常好吃；
              
            
              吃的时候可以用开水焯几根小油菜或是菠菜摆盘，或是西兰花也不错；
              
            "
"
                青椒炒蛋
            ",7.5,"
        快手菜，美味，下饭。
      ","鸡蛋3个,青椒2个,姜2片,蒜2瓣","
              青椒切丝，姜蒜切片。
              
            
              鸡蛋打散。
              
            
              起锅烧油，鸡蛋炒熟，盛出备用。
              
            
              重新放油，油热下姜蒜爆香。
              
            
              下青椒，简单翻炒30秒。
              
            
              加入鸡蛋继续翻炒30秒。
              
            
              洒少许生抽，少许盐，拌匀，关火出锅。
              
            "
"
                减肥食谱【水晶豆腐羹】手残党也会
            ",8.6,"
        减肥，就是七分吃三分练！即营养又美味的减肥菜单，快点跟着吃瘦吧！
      ","豆腐1块,鸡蛋1个,鲜香菇4朵,白玉菇1盒,西红柿1个,生抽1勺,玉米淀粉适量,盐适量,葱少许,鸡精少量","
              1. 准备食材豆腐切小块，白玉菇洗净切差不多长短，香菇切片，鸡蛋打散，西红柿划十字刀开水烫一会剥皮再切小丁；
              
            
              2. 热锅加适量食用油，下葱，西红柿丁翻炒出汁；
              
            
              3. 依次加入白玉菇，香菇翻炒，再加入豆腐，加入少量生抽稍微翻动一下；增加一点颜色和提鲜。
              
            
              4. 然后加入清水，没过豆腐，大火炖十分钟
              
            
              5. 汁收到差不多的时候，加入水淀粉勾芡；
              
            
              6. 然后再加入鸡蛋液
              
            
              6.加入盐，葱花收汁，有稠感就差不多好了，需要的可以加适量鸡精；
              
            
              8. 超级鲜美的营养减肥菜单就好了！
              
            "
"
                四川回锅肉
            ",8.1,,"郫县红油豆瓣酱1又1/2大匙,猪肉400克连皮五花,青蒜2根,青椒1颗,红椒1颗,姜片5片,料酒1大匙,生抽1大匙","
              连皮猪肉，去毛洗净，放入冷水锅内煮至熟，变硬身
              
            
              将煮好的猪肉冲洗干净放凉，切成薄而大的肉片
              
            
              锅内仅放一茶匙油，放入肉片和姜片，用小火慢慢煎炒至出油，表面色泽变金黄色
              
            
              加入1又1/2大匙红油豆瓣酱
              
            
              翻炒至出红油后，再放入一匙生抽，料酒翻炒片刻。（如豆瓣酱放的多，也可免放生抽，不然会太咸）
              
            
              投入青蒜白及红，青椒
              
            
              翻炒至青蒜白及红，青椒断生即可
              
            
              最后放入青蒜叶，翻炒片刻即可出锅
              
            "
"
                荷塘月色（时令菜）
            ",3,"
        荷塘月色是每次下馆子必点的一道蔬菜，也是一道汇集了黑木耳、胡萝卜、荷兰豆与藕片的家常小炒，秋冬正值藕的时令季节，在家制作也很是方便～
      ","嫩藕250g,木耳(约10g干木耳泡芙60g)60g,胡萝卜（半根）80g,荷兰豆80克,油15克,盐3—4克,水150克,水2（水淀粉勾芡）50克,糖2克,淀粉1勺","
              胡萝卜、藕切片，荷兰豆两边去筋后改刀，黑木耳提前半小时泡发；
              
            
              主锅内倒入15g油，同时放入葱段，胡萝卜片，设置3分钟爆香；
              
            
              爆香后的胡萝卜（胡萝卜中的胡萝卜素为脂溶性维生素）；
              
            
              加入藕片、黑木耳及50g水，继续3分钟，V键，反转小勺烹煮；
              
            
              待藕片烹煮3分钟后加入荷兰豆，继续设置2分半钟，V键反转小勺烹煮；
              
            
              同时加入50g水淀粉（一勺淀粉+50g水）；
              
            
              一勺盐和一浅勺白砂糖；
              
            
              音乐响起即可盛盘享用；
              
            "
"
                吃一块想两块不油不腻红烧肉
            ",7.6,"
        废话不多说，直接上总结：一焯二煸三炖。铸铁锅，炖2个小时＋，不用炒糖色（用红烧酱油）。保证不油不腻，瘦而不柴肥而不腻，肥肉部分轻轻一抿就会“噗”在嘴里“爆汁”，一块接着一块，根本停不下来‼️
      ","五花肉2-3斤,姜片4-5片,葱段2-3段,香叶1-2片,八角1个,花椒1小撮,干辣椒1个,肉桂1-2小段,本酿造酱油5-6勺,红烧酱油5-6勺,盐少许,料酒少许","
              五花肉微冻的时候比较好切，这时候切出来的也漂亮，对颜值有要求的宝儿们可以在微冻时候切成大块哈，一定要是大块，吃起来特别过瘾，外面餐馆也多是大块。然后凉水浸泡2-3个小时，把血水泡出来，清洗干净备用。
              
            
              准备炖肉料包，我配的是最最最简单的，最基本的，用小布包装好备用。葱姜备用。
              
            
              清洗干净的五花肉冷水下锅，加入两片姜片
              
            
              加入少许料酒，煮开，撇浮沫。
              
            
              撇干净浮沫，一定要撇干净哈，把五花肉捞出剩下的清汤备用。
              
            
              另起一平底锅，不用放油不用放油！先小火把五花肉码在锅里，然后用中小火把五花肉的每一个面都煎成金黄色。这一步一定要注意安全，不要被油崩到。
              
            
              煎好的五花肉表面金黄，而且锅中会有很多油脂，把这些油脂倒出来
              
            
              加入本酿造酱油和红烧酱油，红烧酱油自带糖分，省去了炒糖色的步骤，更方便操作，最终颜色也可以很漂亮。本酿造酱油没有那么咸，炖肉用特别的香。微炒一下煸出酱油的香味，并保证每块五花肉都均匀粘上颜色，然后倒入珐琅铸铁锅中，加入肉汤（或者清水）。
              
            
              加入炖肉料包和剩下的姜片、葱段，大火烧开厚，转小火，盖锅盖，炖1.5＋小时，然后尝一下汤的咸淡，加入适量的盐（正常我做的话，需要盐1勺或者1勺半的样子），然后转中大火，收汤汁。大概还需要半个小时左右，如果汤没剩那么多的话，火就小一点，汤汁多的话火就大一点，大家可以自己去掌握哈
              
            
              汤汁收的差不多的时候，出锅~~~
              
            
              啊～～～张嘴～～～
              
            
              再来一张～～～
              
            "
"
                青椒素炒杏鲍菇
            ",7.9,"
        青椒营养丰富，富含维生素c，杏鲍菇同样是营养丰富的食材，富含蛋白质，维生素和多种矿物质，还具有降血脂、降胆固醇、促进胃肠消化、增强机体免疫能力、防止心血管病等功效。这道小炒素菜简单方便美味又健康。
      ","青椒3～4只,杏鲍菇2只,大蒜瓣4～5瓣,生抽,老抽,盐适量,","
              将青椒切成细条状或薄片。
            
              把杏鲍菇洗净，切细条状（也可以切成片状，根据个人喜好饥渴。）切条状较好入味。
            
              将大蒜瓣轻拍去皮，切丁（不需要切成蒜末）
            
              在热锅中加入一些食用油（可比平时炒菜时略多些，杏鲍菇吸油。）
            
              待油热时，加入切好的大蒜爆香。
            
              大蒜炒出香味后加入切好的青椒丝翻炒，加入少许食盐，让青椒入味，脱水。
            
              待青椒稍微断生时加入杏鲍菇，大火翻炒。再加入盐，生抽调味。少许老抽调色。
            
              待青椒和杏鲍菇都断生之后加入少许鸡精拌炒均匀即可。
            "
"
                金汤的肥牛
            ",7.2,"
        开胃又好吃的金汤肥牛，酸辣美味。
      ","肥牛一盒,南瓜一片,金针菇1把,黄灯笼辣椒酱2-3勺","
              清水放入一点料酒或者白酒煮开，肥牛过水捞出备用。
              
            
              金针菇盐水断生放入碗底
              
            
              南瓜切块，上蒸锅，蒸大概十分钟
              
            
              用料理机将南瓜打成泥，锅中放入蒜末爆香，放入2-3勺黄灯笼椒辣椒酱翻炒。加适量水和南瓜泥煮开，加入准备好的肥牛。放入适量盐，一小勺酱油，一勺白醋，一点糖调味。
              
            
              稍微煮开个几分钟出锅。
              
            "
